DIV_NAME,SCHOOL_YEAR,AvgOfAVG_SOL_SCALE_SCORE,Subject
Greensville County,2015-2016,434.11,Science
Halifax County,2011-2012,469.38,English (Reading)
Halifax County,2012-2013,421.75,English (Reading)
Halifax County,2013-2014,418.93,English (Reading)
Halifax County,2014-2015,415.02,English (Reading)
Halifax County,2015-2016,413.47,English (Reading)
Halifax County,2011-2012,458.93,English (Writing)
Halifax County,2012-2013,443.3,English (Writing)
Halifax County,2013-2014,425,English (Writing)
Halifax County,2014-2015,418.19,English (Writing)
Halifax County,2015-2016,418.53,English (Writing)
Halifax County,2011-2012,451.1,History
Halifax County,2012-2013,431.67,History
Halifax County,2013-2014,443.55,History
Halifax County,2014-2015,446.12,History
Halifax County,2015-2016,438.58,History
Halifax County,2011-2012,419.4,Math
Halifax County,2012-2013,422.91,Math
Halifax County,2013-2014,422.69,Math
Halifax County,2014-2015,419.4,Math
Halifax County,2015-2016,417.05,Math
Halifax County,2011-2012,441.68,Science
Halifax County,2012-2013,416.99,Science
Halifax County,2013-2014,415.69,Science
Halifax County,2014-2015,411.63,Science
Halifax County,2015-2016,411.57,Science
Hampton City,2011-2012,456.72,English (Reading)
Hampton City,2012-2013,422.55,English (Reading)
Hampton City,2013-2014,424.56,English (Reading)
Hampton City,2014-2015,427.63,English (Reading)
Hampton City,2015-2016,427.69,English (Reading)
Hampton City,2011-2012,444.95,English (Writing)
Hampton City,2012-2013,422.44,English (Writing)
Hampton City,2013-2014,414.94,English (Writing)
Hampton City,2014-2015,420.73,English (Writing)
Hampton City,2015-2016,418.07,English (Writing)
Hampton City,2011-2012,454.31,History
Hampton City,2012-2013,434.45,History
Hampton City,2013-2014,451.14,History
Hampton City,2014-2015,455.21,History
Hampton City,2015-2016,451.53,History
Hampton City,2011-2012,412.91,Math
Hampton City,2012-2013,420.76,Math
Hampton City,2013-2014,421.57,Math
Hampton City,2014-2015,428.93,Math
Hampton City,2015-2016,431.05,Math
Hampton City,2011-2012,448.37,Science
Hampton City,2012-2013,424.66,Science
Hampton City,2013-2014,422.17,Science
Hampton City,2014-2015,422.33,Science
Hampton City,2015-2016,422.84,Science
Hanover County,2011-2012,475.82,English (Reading)
Hanover County,2012-2013,434.67,English (Reading)
Hanover County,2013-2014,433.24,English (Reading)
Hanover County,2014-2015,432.25,English (Reading)
Hanover County,2015-2016,432.2,English (Reading)
Hanover County,2011-2012,468.32,English (Writing)
Hanover County,2012-2013,449.53,English (Writing)
Hanover County,2013-2014,441.01,English (Writing)
Hanover County,2014-2015,440.67,English (Writing)
Hanover County,2015-2016,442.35,English (Writing)
Hanover County,2011-2012,467.77,History
Hanover County,2012-2013,443.66,History
Hanover County,2013-2014,459.8,History
Hanover County,2014-2015,462.88,History
Hanover County,2015-2016,457.32,History
Hanover County,2011-2012,424.55,Math
Hanover County,2012-2013,427.87,Math
Hanover County,2013-2014,432.19,Math
Hanover County,2014-2015,436.68,Math
Hanover County,2015-2016,437.54,Math
Hanover County,2011-2012,455.55,Science
Hanover County,2012-2013,435.91,Science
Hanover County,2013-2014,429.97,Science
Hanover County,2014-2015,435.11,Science
Hanover County,2015-2016,433.56,Science
Harrisonburg City,2011-2012,460.52,English (Reading)
Harrisonburg City,2012-2013,417.91,English (Reading)
Harrisonburg City,2013-2014,417.45,English (Reading)
Harrisonburg City,2014-2015,419.14,English (Reading)
Harrisonburg City,2015-2016,421.64,English (Reading)
Harrisonburg City,2011-2012,449.77,English (Writing)
Harrisonburg City,2012-2013,440.88,English (Writing)
Harrisonburg City,2013-2014,427.32,English (Writing)
Harrisonburg City,2014-2015,424.97,English (Writing)
Harrisonburg City,2015-2016,418.8,English (Writing)
Harrisonburg City,2011-2012,445.44,History
Harrisonburg City,2012-2013,428.43,History
Harrisonburg City,2013-2014,448.84,History
Harrisonburg City,2014-2015,451.06,History
Harrisonburg City,2015-2016,449.49,History
Harrisonburg City,2011-2012,426.04,Math
Harrisonburg City,2012-2013,427.97,Math
Harrisonburg City,2013-2014,432.77,Math
Harrisonburg City,2014-2015,438.25,Math
Harrisonburg City,2015-2016,432.28,Math
Harrisonburg City,2011-2012,443.08,Science
Harrisonburg City,2012-2013,424.62,Science
Harrisonburg City,2013-2014,432.61,Science
Harrisonburg City,2014-2015,434.21,Science
Harrisonburg City,2015-2016,436.8,Science
Henrico County,2011-2012,489.79,English (Reading)
Henrico County,2012-2013,438.65,English (Reading)
Henrico County,2013-2014,441.88,English (Reading)
Henrico County,2014-2015,437.38,English (Reading)
Henrico County,2015-2016,438.4,English (Reading)
Henrico County,2011-2012,462.91,English (Writing)
Henrico County,2012-2013,438.47,English (Writing)
Henrico County,2013-2014,435.06,English (Writing)
Henrico County,2014-2015,435.11,English (Writing)
Henrico County,2015-2016,435.96,English (Writing)
Henrico County,2011-2012,466.34,History
Henrico County,2012-2013,444.57,History
Henrico County,2013-2014,463.33,History
Henrico County,2014-2015,461.6,History
Henrico County,2015-2016,459.92,History
Henrico County,2011-2012,426.41,Math
Henrico County,2012-2013,431.82,Math
Henrico County,2013-2014,435.34,Math
Henrico County,2014-2015,439.93,Math
Henrico County,2015-2016,435.62,Math
Henrico County,2011-2012,468.49,Science
Henrico County,2012-2013,441.34,Science
Henrico County,2013-2014,441.12,Science
Henrico County,2014-2015,441.44,Science
Henrico County,2015-2016,440.89,Science
Henry County,2011-2012,475.96,English (Reading)
Henry County,2012-2013,430.17,English (Reading)
Henry County,2013-2014,432.83,English (Reading)
Henry County,2014-2015,428.77,English (Reading)
Henry County,2015-2016,428.48,English (Reading)
Henry County,2011-2012,455.09,English (Writing)
Henry County,2012-2013,430.81,English (Writing)
Henry County,2013-2014,425.95,English (Writing)
Henry County,2014-2015,423.29,English (Writing)
Henry County,2015-2016,417.66,English (Writing)
Henry County,2011-2012,462.18,History
Henry County,2012-2013,443.29,History
Henry County,2013-2014,459.32,History
Henry County,2014-2015,458.43,History
Henry County,2015-2016,454.27,History
Henry County,2011-2012,416.78,Math
Henry County,2012-2013,422.95,Math
Henry County,2013-2014,428.01,Math
Henry County,2014-2015,436.48,Math
Henry County,2015-2016,438.08,Math
Henry County,2011-2012,451.89,Science
Henry County,2012-2013,428.11,Science
Henry County,2013-2014,430.01,Science
Henry County,2014-2015,430.81,Science
Henry County,2015-2016,428.83,Science
Highland County,2011-2012,528.03,English (Reading)
Highland County,2012-2013,432.66,English (Reading)
Highland County,2013-2014,423,English (Reading)
Highland County,2014-2015,426.4,English (Reading)
Highland County,2015-2016,442.12,English (Reading)
Highland County,2011-2012,463.35,English (Writing)
Highland County,2012-2013,436.73,English (Writing)
Highland County,2013-2014,399.33,English (Writing)
Highland County,2014-2015,421.5,English (Writing)
Highland County,2015-2016,453,English (Writing)
Highland County,2011-2012,468.01,History
Highland County,2012-2013,430.29,History
Highland County,2013-2014,444.63,History
Highland County,2014-2015,437.2,History
Highland County,2015-2016,423.86,History
Highland County,2011-2012,427.22,Math
Highland County,2012-2013,412.17,Math
Highland County,2013-2014,390.01,Math
Highland County,2014-2015,423.25,Math
Highland County,2015-2016,417.16,Math
Highland County,2011-2012,457.01,Science
Highland County,2012-2013,425.87,Science
Highland County,2013-2014,443.73,Science
Highland County,2014-2015,435.5,Science
Highland County,2015-2016,426,Science
Hopewell City,2011-2012,448.4,English (Reading)
Hopewell City,2012-2013,417.82,English (Reading)
Hopewell City,2013-2014,424.48,English (Reading)
Hopewell City,2014-2015,416.58,English (Reading)
Hopewell City,2015-2016,424.29,English (Reading)
Hopewell City,2011-2012,437.38,English (Writing)
Hopewell City,2012-2013,438.12,English (Writing)
Hopewell City,2013-2014,420.64,English (Writing)
Hopewell City,2014-2015,417.53,English (Writing)
Hopewell City,2015-2016,427.27,English (Writing)
Hopewell City,2011-2012,441.85,History
Hopewell City,2012-2013,433.99,History
Hopewell City,2013-2014,443.64,History
Hopewell City,2014-2015,440.42,History
Hopewell City,2015-2016,440.48,History
Hopewell City,2011-2012,395.9,Math
Hopewell City,2012-2013,414.24,Math
Hopewell City,2013-2014,435.86,Math
Hopewell City,2014-2015,432.68,Math
Hopewell City,2015-2016,431.35,Math
Hopewell City,2011-2012,435.94,Science
Hopewell City,2012-2013,421.2,Science
Hopewell City,2013-2014,425.47,Science
Hopewell City,2014-2015,423.87,Science
Hopewell City,2015-2016,423.46,Science
Isle of Wight County,2011-2012,474.03,English (Reading)
Isle of Wight County,2012-2013,428.66,English (Reading)
Isle of Wight County,2013-2014,428.58,English (Reading)
Isle of Wight County,2014-2015,430.9,English (Reading)
Isle of Wight County,2015-2016,430.16,English (Reading)
Isle of Wight County,2011-2012,468.13,English (Writing)
Isle of Wight County,2012-2013,448.67,English (Writing)
Isle of Wight County,2013-2014,441.43,English (Writing)
Isle of Wight County,2014-2015,438.27,English (Writing)
Isle of Wight County,2015-2016,432.43,English (Writing)
Isle of Wight County,2011-2012,461.57,History
Isle of Wight County,2012-2013,434.39,History
Isle of Wight County,2013-2014,463.33,History
Isle of Wight County,2014-2015,469.26,History
Isle of Wight County,2015-2016,465.84,History
Isle of Wight County,2011-2012,419.22,Math
Isle of Wight County,2012-2013,414.51,Math
Isle of Wight County,2013-2014,427.63,Math
Isle of Wight County,2014-2015,436.66,Math
Isle of Wight County,2015-2016,433.57,Math
Isle of Wight County,2011-2012,456.07,Science
Isle of Wight County,2012-2013,431.59,Science
Isle of Wight County,2013-2014,434.79,Science
Isle of Wight County,2014-2015,435.9,Science
Isle of Wight County,2015-2016,433.29,Science
King and Queen County,2011-2012,472.56,English (Reading)
King and Queen County,2012-2013,431,English (Reading)
King and Queen County,2013-2014,441.23,English (Reading)
King and Queen County,2014-2015,433.34,English (Reading)
King and Queen County,2015-2016,427.5,English (Reading)
King and Queen County,2011-2012,456.04,English (Writing)
King and Queen County,2012-2013,425.44,English (Writing)
King and Queen County,2013-2014,441,English (Writing)
King and Queen County,2014-2015,432.9,English (Writing)
King and Queen County,2015-2016,433.23,English (Writing)
King and Queen County,2011-2012,441.34,History
King and Queen County,2012-2013,425.52,History
King and Queen County,2013-2014,453.26,History
King and Queen County,2014-2015,449.75,History
King and Queen County,2015-2016,442.39,History
King and Queen County,2011-2012,385.81,Math
King and Queen County,2012-2013,411.13,Math
King and Queen County,2013-2014,428.2,Math
King and Queen County,2014-2015,426.52,Math
King and Queen County,2015-2016,427.74,Math
King and Queen County,2011-2012,446.33,Science
King and Queen County,2012-2013,427.14,Science
King and Queen County,2013-2014,423.34,Science
King and Queen County,2014-2015,423.78,Science
King and Queen County,2015-2016,422.66,Science
King George County,2011-2012,468.25,English (Reading)
King George County,2012-2013,434.69,English (Reading)
King George County,2013-2014,430.64,English (Reading)
King George County,2014-2015,429.75,English (Reading)
King George County,2015-2016,429.78,English (Reading)
King George County,2011-2012,458.21,English (Writing)
King George County,2012-2013,455.02,English (Writing)
King George County,2013-2014,446.9,English (Writing)
King George County,2014-2015,439.55,English (Writing)
King George County,2015-2016,440.34,English (Writing)
King George County,2011-2012,461.12,History
King George County,2012-2013,439,History
King George County,2013-2014,450.13,History
King George County,2014-2015,448.77,History
King George County,2015-2016,452.83,History
King George County,2011-2012,429.91,Math
King George County,2012-2013,417.87,Math
King George County,2013-2014,419.34,Math
King George County,2014-2015,419.55,Math
King George County,2015-2016,426.4,Math
King George County,2011-2012,461.16,Science
King George County,2012-2013,435.17,Science
King George County,2013-2014,437.42,Science
King George County,2014-2015,434.98,Science
King George County,2015-2016,436.62,Science
King William County,2011-2012,486.08,English (Reading)
King William County,2012-2013,439.16,English (Reading)
King William County,2013-2014,438.71,English (Reading)
King William County,2014-2015,445.8,English (Reading)
King William County,2015-2016,433.08,English (Reading)
King William County,2011-2012,473.44,English (Writing)
King William County,2012-2013,450.78,English (Writing)
King William County,2013-2014,448.21,English (Writing)
King William County,2014-2015,447.62,English (Writing)
King William County,2015-2016,428.88,English (Writing)
King William County,2011-2012,454.05,History
King William County,2012-2013,427.54,History
King William County,2013-2014,457.32,History
King William County,2014-2015,455.01,History
King William County,2015-2016,456.26,History
King William County,2011-2012,416.26,Math
King William County,2012-2013,415.02,Math
King William County,2013-2014,422.49,Math
King William County,2014-2015,419.88,Math
King William County,2015-2016,424.95,Math
King William County,2011-2012,469.49,Science
King William County,2012-2013,436.07,Science
King William County,2013-2014,437.71,Science
King William County,2014-2015,440.02,Science
King William County,2015-2016,438.04,Science
Lancaster County,2011-2012,478.39,English (Reading)
Lancaster County,2012-2013,436.18,English (Reading)
Lancaster County,2013-2014,426.62,English (Reading)
Lancaster County,2014-2015,433.16,English (Reading)
Lancaster County,2015-2016,430.61,English (Reading)
Lancaster County,2011-2012,466.82,English (Writing)
Lancaster County,2012-2013,444.25,English (Writing)
Lancaster County,2013-2014,448.18,English (Writing)
Lancaster County,2014-2015,438.2,English (Writing)
Lancaster County,2015-2016,427.95,English (Writing)
Lancaster County,2011-2012,442.33,History
Lancaster County,2012-2013,420.55,History
Lancaster County,2013-2014,429.43,History
Lancaster County,2014-2015,431.92,History
Lancaster County,2015-2016,426.95,History
Lancaster County,2011-2012,402.19,Math
Lancaster County,2012-2013,400.25,Math
Lancaster County,2013-2014,419.6,Math
Lancaster County,2014-2015,433.84,Math
Lancaster County,2015-2016,391.81,Math
Lancaster County,2011-2012,447.87,Science
Lancaster County,2012-2013,424.2,Science
Lancaster County,2013-2014,413.44,Science
Lancaster County,2014-2015,435.25,Science
Lancaster County,2015-2016,408.55,Science
Lee County,2011-2012,470.29,English (Reading)
Lee County,2012-2013,425.12,English (Reading)
Lee County,2013-2014,428.68,English (Reading)
Lee County,2014-2015,430.33,English (Reading)
Lee County,2015-2016,411.92,English (Reading)
Lee County,2011-2012,447.47,English (Writing)
Lee County,2012-2013,429.1,English (Writing)
Lee County,2013-2014,420.88,English (Writing)
Lee County,2014-2015,435.03,English (Writing)
Lee County,2015-2016,416.39,English (Writing)
Lee County,2011-2012,465.08,History
Lee County,2012-2013,432.82,History
Lee County,2013-2014,453.44,History
Lee County,2014-2015,457.73,History
Lee County,2015-2016,452.05,History
Lee County,2011-2012,407.16,Math
Lee County,2012-2013,405.01,Math
Lee County,2013-2014,406.96,Math
Lee County,2014-2015,421.69,Math
Lee County,2015-2016,423.73,Math
Lee County,2011-2012,451.8,Science
Lee County,2012-2013,425.51,Science
Lee County,2013-2014,427.03,Science
Lee County,2014-2015,433.58,Science
Lee County,2015-2016,421.48,Science
Lexington City,2011-2012,496.01,History
Lexington City,2013-2014,487.85,History
Lexington City,2014-2015,495.33,History
Lexington City,2015-2016,492.13,History
Lexington City,2011-2012,494.91,Math
Lexington City,2012-2013,501,Math
Lexington City,2013-2014,498.16,Math
Lexington City,2014-2015,514.33,Math
Lexington City,2015-2016,480.85,Math
Loudoun County,2011-2012,491.14,English (Reading)
Loudoun County,2012-2013,440.91,English (Reading)
Loudoun County,2013-2014,440.67,English (Reading)
Loudoun County,2014-2015,440.42,English (Reading)
Loudoun County,2015-2016,441.83,English (Reading)
Loudoun County,2011-2012,478.61,English (Writing)
Loudoun County,2012-2013,462.3,English (Writing)
Loudoun County,2013-2014,461.38,English (Writing)
Loudoun County,2014-2015,461.9,English (Writing)
Loudoun County,2015-2016,461.28,English (Writing)
Loudoun County,2011-2012,474.38,History
Loudoun County,2012-2013,448.35,History
Loudoun County,2013-2014,469.73,History
Loudoun County,2014-2015,470.58,History
Loudoun County,2015-2016,471.38,History
Loudoun County,2011-2012,428.63,Math
Loudoun County,2012-2013,434.39,Math
Loudoun County,2013-2014,436.22,Math
Loudoun County,2014-2015,443.96,Math
Loudoun County,2015-2016,443.69,Math
Loudoun County,2011-2012,461.13,Science
Loudoun County,2012-2013,438.88,Science
Loudoun County,2013-2014,439.72,Science
Loudoun County,2014-2015,442.94,Science
Loudoun County,2015-2016,444.96,Science
Louisa County,2011-2012,475.65,English (Reading)
Louisa County,2012-2013,428.42,English (Reading)
Louisa County,2013-2014,425.96,English (Reading)
Louisa County,2014-2015,428.01,English (Reading)
Louisa County,2015-2016,426.17,English (Reading)
Louisa County,2011-2012,465.83,English (Writing)
Louisa County,2012-2013,454.23,English (Writing)
Louisa County,2013-2014,445.39,English (Writing)
Louisa County,2014-2015,443.39,English (Writing)
Louisa County,2015-2016,443.6,English (Writing)
Louisa County,2011-2012,460.37,History
Louisa County,2012-2013,457.99,History
Louisa County,2013-2014,466.45,History
Louisa County,2014-2015,466.64,History
Louisa County,2015-2016,463.23,History
Louisa County,2011-2012,424.87,Math
Louisa County,2012-2013,428.61,Math
Louisa County,2013-2014,431.2,Math
Louisa County,2014-2015,433.94,Math
Louisa County,2015-2016,435.49,Math
Louisa County,2011-2012,462.32,Science
Louisa County,2012-2013,437.27,Science
Louisa County,2013-2014,436.48,Science
Louisa County,2014-2015,437.91,Science
Louisa County,2015-2016,440.04,Science
Lunenburg County,2011-2012,473.13,English (Reading)
Lunenburg County,2012-2013,429.1,English (Reading)
Lunenburg County,2013-2014,420.98,English (Reading)
Lunenburg County,2014-2015,432.92,English (Reading)
Lunenburg County,2015-2016,423.9,English (Reading)
Lunenburg County,2011-2012,465.33,English (Writing)
Lunenburg County,2012-2013,445.01,English (Writing)
Lunenburg County,2013-2014,425.22,English (Writing)
Lunenburg County,2014-2015,444.17,English (Writing)
Lunenburg County,2015-2016,434.96,English (Writing)
Lunenburg County,2011-2012,450.4,History
Lunenburg County,2012-2013,434.15,History
Lunenburg County,2013-2014,450.56,History
Lunenburg County,2014-2015,444.57,History
Lunenburg County,2015-2016,444.62,History
Lunenburg County,2011-2012,409.31,Math
Lunenburg County,2012-2013,417.17,Math
Lunenburg County,2013-2014,423.4,Math
Lunenburg County,2014-2015,427.71,Math
Lunenburg County,2015-2016,427.95,Math
Lunenburg County,2011-2012,464.06,Science
Lunenburg County,2012-2013,444.82,Science
Lunenburg County,2013-2014,436.17,Science
Lunenburg County,2014-2015,436.12,Science
Lunenburg County,2015-2016,434.45,Science
Lynchburg City,2011-2012,457.7,English (Reading)
Lynchburg City,2012-2013,424.54,English (Reading)
Lynchburg City,2013-2014,429.41,English (Reading)
Lynchburg City,2014-2015,417.13,English (Reading)
Lynchburg City,2015-2016,422.4,English (Reading)
Lynchburg City,2011-2012,455.44,English (Writing)
Lynchburg City,2012-2013,438.15,English (Writing)
Lynchburg City,2013-2014,432.48,English (Writing)
Lynchburg City,2014-2015,417.95,English (Writing)
Lynchburg City,2015-2016,416.68,English (Writing)
Lynchburg City,2011-2012,448.26,History
Lynchburg City,2012-2013,429.49,History
Lynchburg City,2013-2014,443.65,History
Lynchburg City,2014-2015,450.18,History
Lynchburg City,2015-2016,449.68,History
Lynchburg City,2011-2012,403.31,Math
Lynchburg City,2012-2013,405.29,Math
Lynchburg City,2013-2014,408.52,Math
Lynchburg City,2014-2015,413.66,Math
Lynchburg City,2015-2016,423.87,Math
Lynchburg City,2011-2012,446.02,Science
Lynchburg City,2012-2013,423.36,Science
Lynchburg City,2013-2014,420.57,Science
Lynchburg City,2014-2015,425.48,Science
Lynchburg City,2015-2016,424.55,Science
Madison County,2011-2012,478.8,English (Reading)
Madison County,2012-2013,422.68,English (Reading)
Madison County,2013-2014,429.69,English (Reading)
Madison County,2014-2015,422.31,English (Reading)
Madison County,2015-2016,433.2,English (Reading)
Madison County,2011-2012,471.82,English (Writing)
Madison County,2012-2013,450.86,English (Writing)
Madison County,2013-2014,439.02,English (Writing)
Madison County,2014-2015,430.58,English (Writing)
Madison County,2015-2016,443.17,English (Writing)
Madison County,2011-2012,450.92,History
Madison County,2012-2013,442.95,History
Madison County,2013-2014,450.45,History
Madison County,2014-2015,452.72,History
Madison County,2015-2016,450.09,History
Madison County,2011-2012,420.27,Math
Madison County,2012-2013,423.79,Math
Madison County,2013-2014,428.63,Math
Madison County,2014-2015,432.83,Math
Madison County,2015-2016,426.26,Math
Madison County,2011-2012,438.28,Science
Madison County,2012-2013,419.81,Science
Madison County,2013-2014,428.71,Science
Madison County,2014-2015,442.31,Science
Madison County,2015-2016,436.62,Science
Manassas City,2011-2012,452.23,English (Reading)
Manassas City,2012-2013,416.11,English (Reading)
Manassas City,2013-2014,425.97,English (Reading)
Manassas City,2014-2015,423.15,English (Reading)
Manassas City,2015-2016,431.17,English (Reading)
Manassas City,2011-2012,446.03,English (Writing)
Manassas City,2012-2013,430.33,English (Writing)
Manassas City,2013-2014,433.22,English (Writing)
Manassas City,2014-2015,429.46,English (Writing)
Manassas City,2015-2016,439.16,English (Writing)
Manassas City,2011-2012,442.25,History
Manassas City,2012-2013,411.29,History
Manassas City,2013-2014,441.12,History
Manassas City,2014-2015,446.58,History
Manassas City,2015-2016,445.46,History
Manassas City,2011-2012,396.75,Math
Manassas City,2012-2013,402.76,Math
Manassas City,2013-2014,436.89,Math
Manassas City,2014-2015,437.77,Math
Manassas City,2015-2016,432.42,Math
Manassas City,2011-2012,436.03,Science
Manassas City,2012-2013,418.44,Science
Manassas City,2013-2014,428.21,Science
Manassas City,2014-2015,430.32,Science
Manassas City,2015-2016,428.7,Science
Manassas Park City,2011-2012,476.91,English (Reading)
Manassas Park City,2012-2013,432.46,English (Reading)
Manassas Park City,2013-2014,432.7,English (Reading)
Manassas Park City,2014-2015,438.45,English (Reading)
Manassas Park City,2015-2016,429,English (Reading)
Manassas Park City,2011-2012,474.02,English (Writing)
Manassas Park City,2012-2013,456.72,English (Writing)
Manassas Park City,2013-2014,442.47,English (Writing)
Manassas Park City,2014-2015,451.26,English (Writing)
Manassas Park City,2015-2016,438.56,English (Writing)
Manassas Park City,2011-2012,452.11,History
Manassas Park City,2012-2013,431.93,History
Manassas Park City,2013-2014,451.97,History
Manassas Park City,2014-2015,448.1,History
Manassas Park City,2015-2016,451.53,History
Manassas Park City,2011-2012,419.75,Math
Manassas Park City,2012-2013,415.6,Math
Manassas Park City,2013-2014,441.91,Math
Manassas Park City,2014-2015,432.86,Math
Manassas Park City,2015-2016,442.03,Math
Manassas Park City,2011-2012,450.64,Science
Manassas Park City,2012-2013,426.46,Science
Manassas Park City,2013-2014,417.06,Science
Manassas Park City,2014-2015,416.67,Science
Manassas Park City,2015-2016,430.26,Science
Martinsville City,2011-2012,469.99,English (Reading)
Martinsville City,2012-2013,423.41,English (Reading)
Martinsville City,2013-2014,421.85,English (Reading)
Martinsville City,2014-2015,421.75,English (Reading)
Martinsville City,2015-2016,423.36,English (Reading)
Martinsville City,2011-2012,454.82,English (Writing)
Martinsville City,2012-2013,431.61,English (Writing)
Martinsville City,2013-2014,431.33,English (Writing)
Martinsville City,2014-2015,426.86,English (Writing)
Martinsville City,2015-2016,429.92,English (Writing)
Martinsville City,2011-2012,458.56,History
Martinsville City,2012-2013,424.68,History
Martinsville City,2013-2014,442.63,History
Martinsville City,2014-2015,429.07,History
Martinsville City,2015-2016,428.61,History
Martinsville City,2011-2012,404.54,Math
Martinsville City,2012-2013,406.99,Math
Martinsville City,2013-2014,403.52,Math
Martinsville City,2014-2015,405.92,Math
Martinsville City,2015-2016,411.1,Math
Martinsville City,2011-2012,426.83,Science
Martinsville City,2012-2013,409.57,Science
Martinsville City,2013-2014,406.2,Science
Martinsville City,2014-2015,407.27,Science
Martinsville City,2015-2016,412.28,Science
Mathews County,2011-2012,499.28,English (Reading)
Mathews County,2012-2013,438.27,English (Reading)
Mathews County,2013-2014,435.48,English (Reading)
Mathews County,2014-2015,428.48,English (Reading)
Mathews County,2015-2016,434.48,English (Reading)
Mathews County,2011-2012,476.02,English (Writing)
Mathews County,2012-2013,451.46,English (Writing)
Mathews County,2013-2014,449.19,English (Writing)
Mathews County,2014-2015,437.23,English (Writing)
Mathews County,2015-2016,453.88,English (Writing)
Mathews County,2011-2012,459.93,History
Mathews County,2012-2013,424.45,History
Mathews County,2013-2014,453.07,History
Mathews County,2014-2015,450.4,History
Mathews County,2015-2016,448.41,History
Mathews County,2011-2012,405.57,Math
Mathews County,2012-2013,419.87,Math
Mathews County,2013-2014,427.7,Math
Mathews County,2014-2015,426.35,Math
Mathews County,2015-2016,417.4,Math
Mathews County,2011-2012,451.88,Science
Mathews County,2012-2013,430.81,Science
Mathews County,2013-2014,436.68,Science
Mathews County,2014-2015,433.62,Science
Mathews County,2015-2016,436.17,Science
Mecklenburg County,2011-2012,484.47,English (Reading)
Mecklenburg County,2012-2013,427.56,English (Reading)
Mecklenburg County,2013-2014,429.06,English (Reading)
Mecklenburg County,2014-2015,428.11,English (Reading)
Mecklenburg County,2015-2016,425.97,English (Reading)
Mecklenburg County,2011-2012,476.46,English (Writing)
Mecklenburg County,2012-2013,453.58,English (Writing)
Mecklenburg County,2013-2014,438.22,English (Writing)
Mecklenburg County,2014-2015,432.4,English (Writing)
Mecklenburg County,2015-2016,433.28,English (Writing)
Mecklenburg County,2011-2012,458.37,History
Mecklenburg County,2012-2013,427.89,History
Mecklenburg County,2013-2014,442.64,History
Mecklenburg County,2014-2015,445.47,History
Mecklenburg County,2015-2016,449.5,History
Mecklenburg County,2011-2012,409.78,Math
Mecklenburg County,2012-2013,410.61,Math
Mecklenburg County,2013-2014,412.03,Math
Mecklenburg County,2014-2015,426.95,Math
Mecklenburg County,2015-2016,435.29,Math
Mecklenburg County,2011-2012,440.92,Science
Mecklenburg County,2012-2013,412.06,Science
Mecklenburg County,2013-2014,413.7,Science
Mecklenburg County,2014-2015,419.12,Science
Mecklenburg County,2015-2016,424.6,Science
Middlesex County,2011-2012,494.61,English (Reading)
Middlesex County,2012-2013,438.19,English (Reading)
Middlesex County,2013-2014,432.76,English (Reading)
Middlesex County,2014-2015,435.51,English (Reading)
Middlesex County,2015-2016,440.62,English (Reading)
Middlesex County,2011-2012,452.01,English (Writing)
Middlesex County,2012-2013,430.52,English (Writing)
Middlesex County,2013-2014,430.7,English (Writing)
Middlesex County,2014-2015,429.72,English (Writing)
Middlesex County,2015-2016,430.11,English (Writing)
Middlesex County,2011-2012,470.12,History
Middlesex County,2012-2013,443.91,History
Middlesex County,2013-2014,467.97,History
Middlesex County,2014-2015,467.72,History
Middlesex County,2015-2016,468.55,History
Middlesex County,2011-2012,412.47,Math
Middlesex County,2012-2013,419.05,Math
Middlesex County,2013-2014,435.17,Math
Middlesex County,2014-2015,439.82,Math
Middlesex County,2015-2016,439.18,Math
Middlesex County,2011-2012,459.73,Science
Middlesex County,2012-2013,435.56,Science
Middlesex County,2013-2014,428.18,Science
Middlesex County,2014-2015,442.72,Science
Middlesex County,2015-2016,435.08,Science
Montgomery County,2011-2012,463.16,English (Reading)
Montgomery County,2012-2013,429.53,English (Reading)
Montgomery County,2013-2014,428.36,English (Reading)
Montgomery County,2014-2015,430.73,English (Reading)
Montgomery County,2015-2016,430.61,English (Reading)
Montgomery County,2011-2012,453.52,English (Writing)
Montgomery County,2012-2013,441.14,English (Writing)
Montgomery County,2013-2014,430.92,English (Writing)
Montgomery County,2014-2015,434.36,English (Writing)
Montgomery County,2015-2016,434.71,English (Writing)
Montgomery County,2011-2012,455.11,History
Montgomery County,2012-2013,434.13,History
Montgomery County,2013-2014,455.43,History
Montgomery County,2014-2015,455.72,History
Montgomery County,2015-2016,454.46,History
Montgomery County,2011-2012,412.02,Math
Montgomery County,2012-2013,422.87,Math
Montgomery County,2013-2014,438.48,Math
Montgomery County,2014-2015,443.06,Math
Montgomery County,2015-2016,454.63,Math
Montgomery County,2011-2012,450.72,Science
Montgomery County,2012-2013,431.66,Science
Montgomery County,2013-2014,434.77,Science
Montgomery County,2014-2015,435.88,Science
Montgomery County,2015-2016,438.66,Science
Nelson County,2011-2012,486.67,English (Reading)
Nelson County,2012-2013,441.69,English (Reading)
Nelson County,2013-2014,439.76,English (Reading)
Nelson County,2014-2015,436.24,English (Reading)
Nelson County,2015-2016,437.84,English (Reading)
Nelson County,2011-2012,473.87,English (Writing)
Nelson County,2012-2013,475.3,English (Writing)
